0xaef83d3575c69bb3acf0fc79cd6ac42dcc674ec4,1349
0x31ac83bf399ffcc14e574bb4066f868a807f55a8,2353
0x48d542dd37cf9bed71888aad77f15d490dd9f518,1179
0x5dfdb0c13567b431ed893257b945e20ab182c1a8,3478
0x19fddc52eaa03e1ac511285eafd7e7d5d8c964ae,1115
0x4bb6ecabf68b757b9bac6bd8a06887ab7fb393ab,1023
0xad69ce351d15298632f52d73a3a21331938647ba,1001
0x5c0f242a36ed98fe5108e25e236686c171ade4ee,1000
0x64bc4ab80dc60d1256a8d74bc02f0504961d5201,1000
0x81195d9ba548498f1fd791763249efa57b9a5bba,817
0x9f7a296db5784159eea640bba17f6dde1049dfd9,809
0xa75d28ef5afe56dc916a4b18070a0daa2d3429cc,800
0x46228b684507aebd94734b6fb327ebcb57552664,788
0x69b665ea92e7f28b90a20ea012c3448c15ab6390,780
0x772f17124cc5e816f76a7e14a936884807fcaf36,773
0xe3253e245a207f122e92fb304e7b2c9dbcffa50a,755
0x1f543ded394381f346ed01d2a916e221aed67bf8,734
0x951b6d50d07c39b0f97a7bb2f5c1e96f07a093d3,710
0xb7c9d2dcc1918b04440705c8b5ff829c1959ef26,700
0x9ed06caab983edd78579296174a4ecc087a52096,691
0x804fa366b268f731e73e7d627ac2fc5da86c91a3,674
0x480ccf469f7f2d65baad9c97413c64a9b9ff6ff2,660
0x6ba9ed3656990d2e07af7775cd60c57e6c9959e1,631
0x968693ae34c0cf0f24dfc5ea4d8c32f1c5e530d7,626
0x608316479211d1d8c6ac00a283b36ef770e96aca,619
0x45d321e47964c54ba6839a0557aead777ab361c5,579
0x50d84a38eed106d692840a20a20aba6df6890d52,576
0x9008d19f58aabd9ed0d60971565aa8510560ab41,569
0x956b93e4d7041bdf9275f3f27061cd9ade16b00c,559
0x5fd2f0e8147c9042beada5d7e6b97f3c888a40f3,532
0xe2894e89b72c6907de88020f28205f5be755f6d9,531
0x0dc173533838cfd321e7fc7d4fb5f223b72f4bca,529
0x79a6cbf2d1da3f3416b2ebef61fc1086304326e8,527
0x88e399d855118cc0b2b8f0da50a8306e5318eba8,526
0xbb1130367b46c56d9fa54aa5daed7bd8d391a7fd,699
0x8816960c04cbfb01463b6dc3e6422ca4a37b95cb,500
0xa9ead7378083dae6d4b657daa3dddebf2cb4a1a5,1075
0xbfe07a21ccc5cdc5d94067e9002b9a60217b96c6,500
0xc9086d92824fe14ede49718afbd0a05533e18545,500
0xe0dde4a186fc66b3cf139725ab313ba9f658e7b0,500
0xbcf077452d60ea86854dffa074c1add9b05e5f44,499
0x3e462deed0514fe656296584448f278018c8b9b1,468
0x06a573981c1f0a8511d518331259e616f0f7e1d8,443
0xa2f8f4df4de5991bca3fa07c75c8384618bbeb13,423
0x02701d29af1ae1c3f491131f6b282ed53002fc1d,420
0x21a21745f758aa9971b9ca4362ac88a2473ac61b,420
0x5712ec69b1dedf934303ce530ae2b4f1d3ca4c61,420
0x742cc86ea8ae6db7ba37bd4548355fa65a7fc2d8,420
0x85a1f25ea31e9850b63943f2e21f306d0536f018,420
0xa8e698349e529b3d755548d3075f2b1f6db67d65,420
0xec9baa046402b510d576e70090d0699f198b1fc0,420
0x761064facce901601b25a4226ff5412618049295,387
0xa2ed9849370e825225977c0d81ef8a334cf2d52f,377
0xd1429299e31bdfc04e9549972537e5f192e046d1,366
0x08b2062219209f7ee9a542b653f6c7877677796a,365
0x2288e320b4ca3246020154fbfd81e6b4954c5d14,355
0x67380b0a67084e8f033e6285a14750655caecee1,342
0x7fcc30627ee2f54e02cfd360c5ffb8b12e4d5458,341
0xbe168e3cc7f48d13d6799b095e913e9a1c857a9b,328
0x08986a06da42a9bcf3821af0a0c19c3104f6e48f,321
0x36f344d791a980a88138aa4a872824db37dd4e95,317
0x0ffd5026121bca973af656b9549a2a64cbdd01d6,305
0x4f0f20c412db383f3f89a1d0bc52ae43a6cb1e98,301
0xe58639d465d2b43f6bdb0ad1b391821013408ead,300
0xc6b3c6489f0ce9a4c62f0786b61a709c6f8cfcf1,260
0x8e3e3320bd3f8c48b334724a037688d9df2e7682,254
0x86879f4cdfd62ad84c77175a9d58541f43dcc423,253
0x70ddaf5320e215bddfc029f0cd047a87195064ad,250
0x36c2656b04dbf4a8e17c428316b50217606dfafa,250
0x0c5eaa7fcf1ea92808c2475e2d2128e2114e8b6e,234
0x03a9cdbd2920ae9cdd460d29c03380909a5eea14,232
0xfc3b7fcf1f65a62cfd3bf49947c99a3189f6cc9c,231
0x3dea142ff8f35a6d0d128eee772c2208a3ccc954,219
0x9bc2965545690f2df02457f341909f4544f81c5b,201
0x95033efddfef2ec5f514718b81e5649763064727,200
0x96795d7d35c12780fe5e83bb4ac3e0867d80896f,200
0xd3ebec3312e4613819c3894d091f976008f97598,200
0x284145e8ff508f255ec148078408246d98b4887a,192
0xdc935c802475c6a200ebe87cdf35d6664951cbcc,184
0xd003abe8aa524a203c3546b86958a663d22ad0ee,182
0xf8a77df99fde6450618c25997296c94c6fe2a1b0,171
0x4c4df5ee4da04dcbc90d65ecc33af3b768a64032,162
0x2165a4f42f3387438d7d4803cf154ac8ed0cce23,157
0x65073ba2c6b9f66ef8e026212cba8ff9da1d37a2,150
0x90c11d589dfd2e39b2813fc04a1be80ffd9b7dca,150
0x23cf5493ed2a613035fbf6fe801f8ca7b0d71afb,140
0x32371b624fad61fcc122813ac42ec6f8639f7fb4,140
0xfab53062e042d075b6e105a20e04300b333fe329,140
0x699467dcbcbc67ddeb2ca8dc2149008fa479edfe,127
0xdf8965fa1406e35b909654acf938aeb571a1fb00,124
0xb78439978efda3c4052f8899c77edbad58ce2e01,120
0xa8e3690ad0830fc21fc9ddf87c52ef80e6ca6a06,114
0x7606ff0956f83a1d048a983fd6e4bd3a9ba74fe9,111
0x0695002d86f67ba643c069b7d8a9c08059ecf35c,107
0x73f3fad03615a9c07fbeaffac220a791a734a67a,101
0x098850d7c5e3e42de90d1b2d9254ba01a6068405,100
0x0e18c0075dabcd432b3bd882dc096380f05686eb,100
0x2699ccb2f592647c1c0e3d28fc2bbe33498b77f7,100
0x2b07d892b841d1ee93696291c55557adb1c22fea,2156
0x62ce1d739b9bc6ab5f716a772ea585425d3843b1,100
0x8bfff78edbfa534fe52dd87d945dac9a671957ae,100
0x94c1cb2cecb2a0e9be3a8c24e11507be5ebce172,100
0xa3153975f9346cdb60ce0f2e54dce488dc854b86,100
0x4677ffee77ff79a30099f0069393699f6f5e1fe6,91
0xe4d66e15eba5bd551852f5d5c989d0f17625b3ea,91
0x51c158459db4001aafc0d4724f479a7d184e381f,90
0x91f99278d47552fee535aac90f240baa8346788b,90
0xfb7cb9ba59bba45073d79a1c95dcd4f48f4c6610,89
0x837b049501f4b6ec218fdd178ed2403e3e2bd231,87
0xd36fccc02a4a363a31b098ab12e23b30b264f027,87
0xe1a72cf0709c92e41e873a9375634b4bf2999c12,83
0x634d3457302335b12b79da8aa130d87ac473b3b2,77
0xf84bcafa7769e3e642123e59ca43c1bbcc50681a,75
0x924f662e4e6297d38e6ce2d9bf2392313ba6bc3f,75
0x583382ffd0361302d79a072b3e512821b022cd3e,74
0x738191a3abb16dae775af2ed8a4832264d2bf618,74
0x87f9dca8d53221ec1902a800d9eb3be0481d3b40,71
0x2f563361e4df02a4f15b6f12d7021d54e6762125,70
0x756e07a5bc28a0f8534ff0475b467d17add770f2,67
0x0b04d67f09ab9dbacc486fc8157ef67ccfe32c65,62
0xbe396122cc19ff622aeabdf748c409d040679b7a,61
0x01f40503df4714e4adcf36c17a651f829f74a31a,60
0xc087c604e558979fbe617b175565d833d425227d,57
0xfc293f8fc61e26e8410cf57e86e1a0539f5f0e0a,55
0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,54
0x9f69455ce9390b09da7ed747cb8467964e0eb1ff,50
0x1b8b0c85e6e2ebcff6f04b32bf16dcdf491f83a5,50
0x77b15b13538ada9c5c1d507ba5288e55e6c3da59,49
0xcfaaec57bbc012f958ecb51ed412a4294575cccb,48
0xe98f2a90bd918a1b0c1d90005c8ae6bdba87d8f3,47
0x2556d24cb929c0456266f83e4fdd2e7d40ba867d,45
0x379b7a91cb442f44469dd0684e4c1246af662592,58
0x481b79617f0cb661de5e387cf24b02868e1769f7,40
0x25ac7618df7c5b98d61b27e1904eac6bbdfdd813,38
0x1786a4d979138c58a0a966cfb0b028020b165d0d,36
0x435900db55c1d633a8dca4dcd2c87055f2433f75,36
0xf9d1104241aba6bc10905404bfe161d41c1e3bbb,35
0x28a34fa68f915c53475ec780f16334f9eea780a9,35
0x9295315e82ff7fc00b0387854e48085abf754d00,33
0xa9d39281ca26a7304020e852bb5e2b6a8f9a0f78,30
0x64caa9868270d71e1a221c319c1c70fd6ee6632a,30
0xb005437ad0b9e018a19d2a3d6fb466973228ae1b,30
0x3971046a8538d8f4c3a758591101cef0be31422e,28
0x388fad0ba39b2a37b96a55541901de5fae859465,28
0x77579379f1270f5a3924e64e75ff758512b745d1,26
0x100c8564b53d9d0b5ad6cb2641e6923b81d5d8d3,25
0xac7ad4a432b431c7f674974f5ead531f8d90a55b,25
0x17bb250e7830041857ed026738250b69b97f10b0,21
0xa77cfa9c9fc52f1c3abd987207bae511270c3739,20
0x64460970ed69b712669da227edbdd94f00e7d2c0,19
0x1ec03f93e6a104807783e718d04c59c2e268f571,18
0x4417ced4da66b4953bb72c0113a7c160d9e30a4c,16
0xdd930f1172ca105381aa22723e69246038507572,16
0x0f1656c7556d70ab4d20dd54c5b3d75ed7e768ba,15
0x83f68a90910a5d33f5165c250c04678f5d89e008,11
0x3328f5f2cecaf00a2443082b657cedeaf70bfaef,10
0x00bf665533f9ec9c32ba515949b4149f37aa6fe0,10
0x72478dcaaa7fc87718505daf7cb530ae9612e53a,10
0xe67b7500e67da78f252a67d73e6fe82099a9a256,3
0xae378357b3ceb6ecb236990011ba90516e14d8e7,2
0xcd08910e090bd8a06ea809476120896117c52d02,2
0x96c195f6643a3d797cb90cb6ba0ae2776d51b5f3,1
0x64dec26483daa67dcec882b05ebbed586ed738ba,1
0xc0efbc4df660974dca29f284f3487c2239da92f5,1
0x8917d4d8a2096aad813069c558e82297bfea447f,938
0x6433fdbd5dac8ea291850ded08698c895bbe2e01,1780
0xb5532ceb62ab83e4a0f1281f5cb9a019b16e1c12,694
0x9d156bc7c8768294510a4a41883d5a4eb15b15e3,30
0xca3e3ff71782cda9fb5a7f2234287061f141e881,11671
0xca5abbbb3cc7451f21f98cd83d776ccaa8094101,18
0xcf1c83c382e0a567b90c299bb16f13b3676e2f5e,18
0xd8ccc62acbcc888c520a5c2cc6767d9e657ff20f,691
0xc77c6eab64fb3986ceeae9a76081dd2097edcd0c,10
0x602f51dcbeda58dc247fe73f1800d3e4fc2115bb,16
0xf0a8cea0de817eec61b4d27456cfb003167e8024,685
0x5eb67a3b141f3036899ee77822a41277166c540e,69
0x73a74b1e90c8301813379d7b77a2cfbd90d8b277,48
0xf2baa666e9d04e29147353eba49e9f621990ce24,39
0x4f09de19035757063c22cf597686afff62d1513e,4079
0xd0d3f44794559d5f2fd7e287d1d0de036deaac8e,102
0x9059b7c20390161af7a8fd2aac21f1b9ac7b22be,154
0x408292261546e0d1f679c176d012e528570f28e5,257
0x95509ba6fb10b9d24fe98760646a6c69ab98a9af,16
0x650f22e6c5a5e32a19b94f82efd6fc6be3e2814a,75
0x9a0efb1b5cb7426388bff5a310dd2dec054a24cb,41
0x1ca2007f98e152aa16dd42d747d6f0afc263a832,22
0xf6fa30fe312eebce7f7cfccb31c9eccb93b497a7,2015
0x35efa46f22e0fb34cd8cb3ddf87149140d444b7c,23
0x194a019cd87620e24cd653783c43f5fc69a6b876,54
0xafe372b0fbed3e10f65495d71383b18737c74726,162
0x8db89d5811a971185ddb78069d9dbb115dd7ee5e,174
0x37f8e3b0dfc2a980ec9cd2c233a054eaa99e9d8a,207
0xe54af90cc6ed54ea15058df1ea2142764d5b5675,607
0x18a428ce0c31584a21cf8cefdb8849d8013e1994,736
0xfd5270981deb18b5b80ea40cf7e65991b57ce6a1,438
0x8e26530e1d3ce2e31322ff12ddf27a65cc2bd92a,44
0x12187fc34348167034e8ec9aa52f9863404eeacd,526
0x067712ab0f7806288adcd9e22791c425d0d9f8b0,45
0xa5e6b5c204c94e97f418c9748e56848d9b661fcc,1720
0x9b4c00530a0355afaea727d9b17d7f7507d9f5c9,200
0xfb093b02e23b9d313f6686f7a28c485ef74df831,1697
0x192ec4167530614731f1a378f926fbdf1abe09c5,4818
0xad1ab00ea97539b1002f93c35a9f0d2873deb3d1,8003
0x4d4902bd7e080159964f46b10feeb6482d148e5a,6
0xa739864b45e2d4ae5c2799538828d820699af9ab,451
0x1ac284668cc833a9d04cc21ff16fea7df1cbde75,2021
0x80e515edac27bcd19c9d4db634f973b2360a73cf,55
0x9078ef887393387e80cd4c269f6bd176c2a829e3,2907
0xff7efba11a8888d6974997d4a8940bf83cd7a580,1142
